1000430	สุด|ตะลึง|!|ชม|คลิป|ตึก|สูง|5|ชั้น|ถล่ม|จาก|เหตุ|อุทกภัย|ใน|ทิ|เบ	1
1000455	เรียนรู้|โรค|ไหล|ตาย|ฆาตกร|เงียบ|คร่า|‘|แวว|จ๊ก|มก|’|ป้องกัน|ได้|แค่|ดื่ม|น้ำ|ก่อน|นอน	2
1000459	ออก|หมายจับ|หนุ่ม|เยอรมัน|ฆ่า|แฟน|สาว|ไทย|ทิ้ง|เหว|ฐาน|ฆ่า|คนตาย|-|ซ่อนเร้น|ศพ	3
1000474	สรุป|ข่าว|เด่น|รอบ|วัน|ประจำ|วันที่|10|ก.ค.|60|ตั้งแต่|เวลา|06.00-18.00|น.|(|คลิป|)	0
1000474	สรุป|ข่าว|เด่น|รอบ|วัน|ประจำ|วันที่|10|ก.ค.|60|ตั้งแต่|เวลา|06.00-18.00|น.|(|คลิป|)	1
1000474	สรุป|ข่าว|เด่น|รอบ|วัน|ประจำ|วันที่|10|ก.ค.|60|ตั้งแต่|เวลา|06.00-18.00|น.|(|คลิป|)	2
1000474	สรุป|ข่าว|เด่น|รอบ|วัน|ประจำ|วันที่|10|ก.ค.|60|ตั้งแต่|เวลา|06.00-18.00|น.|(|คลิป|)	3
1000479	‘|ปา|ณัสม์|’|เนื้อ|เต้น|!|ร่วม|ทัพ|'|บลู|เวฟ|'|ล่า|แชมป์|สโมสร|เอเชีย	0
1000497	“|ซา|นิ|”|หัน|ซบ|หนุ่ม|!|เปลือยกาย|โชว์|เซ็กซี่	0
1000550	เฮน|รี่|สุด|ภูมิใจ|!|การ|เป็น|ศิลปิน|ทำให้|คน|มี|ความ|สุข|เปรียบ|แฟนคลับ|ไทย|เหมือน|เพื่อน|สนิท	4
1000610	ราย|สอง|!|'|ผี|แดง|'|เปิด|ตัว|'|ลู|กา|กู|'|โคตร|เท่|เซ็น|ยาว|5|ปี|พา|ทีม|ล่า|แชมป์	2
1000620	ลีซอ|ผงาด|! '|รา|เย|วัช|'|เรียก|เสีย|บมุ้ย|'|ทริส|ตอง|โด|'|ถอนช้างศึกคิงส์คั	4
1000635	“|ถูก|ทาง|”|แต่|“|ผิด|คิว|”?	1
1000645	รอบ|โลก|11/07/60	0
1000645	รอบ|โลก|11/07/60	2
1000704	ยูเนสโก|ชู|มรดก|โลก|รวม|ญี่ปุ่น|กับ|เขมร	0
1000712	'|มุ|ลเลอร์|'|ทรหด|!|ตี|มาราธอน|เซต|ท้าย|15-13|เขี่ย|นา|ดาล|ตก|รอบ|4|วิม|เบิล|ดัน	3
1000739	ปั้น|บริษัท|ลูก|เพิ่ม|กำไร|10%	0
1000739	ปั้น|บริษัท|ลูก|เพิ่ม|กำไร|10%	2
1000739	ปั้น|บริษัท|ลูก|เพิ่ม|กำไร|10%	4
1000740	มา|เร็ว|เหนือ|เสียง|เครื่องบิน|ไอพ่น|ใหม่|ที|-50|ฝูงบิน|เกาหลี|แห่ง|ทัพ|ฟ้า|ไทย	2
1000740	มา|เร็ว|เหนือ|เสียง|เครื่องบิน|ไอพ่น|ใหม่|ที|-50|ฝูงบิน|เกาหลี|แห่ง|ทัพ|ฟ้า|ไทย	4
1000749	ไม่|ทอดทิ้ง|ดารา|-|ศิลปะ|-|วิถี|ไทย	0
1000749	ไม่|ทอดทิ้ง|ดารา|-|ศิลปะ|-|วิถี|ไทย	4
1000785	ออก|หมายจับ|ฝรั่ง|ฆ่า|แฟน	3
1000795	สรุป|ข่าว|เด่น|รอบ|ดึก|ประจำ|วันที่|10-11|ก.ค.|60|ตั้งแต่|เวลา|18.00-06.00|น.	0
1000800	ซื้อ|8|ลำ|8,800|ล.|ฝูงบิน|เกา|ห	2
1000800	ซื้อ|8|ลำ|8,800|ล.|ฝูงบิน|เกา|ห	4
1000802	เจาะ|สังเวียน|แข่ง|คิงส์|คัพ|45! '|ราช|มัง|คลา|กีฬา|สถาน|'|สนาม|แห่ง|ตำนาน	4
1000835	อ.|เฉลิมชัย|ต้อนรับ|เยาวชน|ไทย|ใน|สหรัฐ|ฯ|เยี่ยม|วัด|ร่อง|ขุ่	0
1000835	อ.|เฉลิมชัย|ต้อนรับ|เยาวชน|ไทย|ใน|สหรัฐ|ฯ|เยี่ยม|วัด|ร่อง|ขุ่	2
1000835	อ.|เฉลิมชัย|ต้อนรับ|เยาวชน|ไทย|ใน|สหรัฐ|ฯ|เยี่ยม|วัด|ร่อง|ขุ่	4
1000862	โบรกเกอร์|ให้|น้ำหนัก|หุ้น|กลุ่ม|ส่งออก|รับ|แรง|หนุน|เงิน|บาท|อ่อน|ค่า	0
1000862	โบรกเกอร์|ให้|น้ำหนัก|หุ้น|กลุ่ม|ส่งออก|รับ|แรง|หนุน|เงิน|บาท|อ่อน|ค่า	4
1000872	ความ|เฟอะฟะ|ใน|เวที|โลก|ของ|สหรัฐ|ฯ	0
1000872	ความ|เฟอะฟะ|ใน|เวที|โลก|ของ|สหรัฐ|ฯ	4
1000877	อีตัว|ตุ๊กตา|หุ่นยนต์|บูม|ใหญ่	2
1000964	เมนู|ทีวี|12/07/60	4
1000982	สด|บอล|คิงส์|คัพ	4
1000984	ลีซอ|ยิ้มแฉ่ง|!|ควง|'|พี|รดนย์|'|เข้า|แคมป์|ช้าง|ศึก|บู๊|คิงส์|คัพ	4
1000999	ชม|คลิป|เทพ|หลุยส์|กับ|เทพ|เมส|ซี|โชว์สกิลมนุษย์ต่างดาวในสระน้	2
1001004	ช้าง|ศึก|ยู|-23|ซ้อม|เช้า|สุด|ราบรื่น|‘|โค้ช|โย่ง|’|เร้า|นักเตะ|เร่ง|ปรับตัว	0
1001032	ยัง|จำ|ได้|ไหม|??|โอ|เด็ต|อดีต|นางแบบ|สาว|แฮป|ปี้|สุด|ๆ|กำลัง|จะ|มี|เบ|บี๋|ตัว|น้อย	2
1001054	‘|โปร|เม|’|ยัง|นิ่ง|!|รั้ง|มือ|2|โลก|ต่อ|แม้|ฟอร์ม|หลุด|สอง|รายการ|ล่าสุด	2
1001054	‘|โปร|เม|’|ยัง|นิ่ง|!|รั้ง|มือ|2|โลก|ต่อ|แม้|ฟอร์ม|หลุด|สอง|รายการ|ล่าสุด	4
1001105	สโมสร|นักสู้|12/07/60	0
1001105	สโมสร|นักสู้|12/07/60	2
1001105	สโมสร|นักสู้|12/07/60	4
1001110	นายทุน|กล้วย|โชก|ชุ่ม|สารเคมี|จีน|ก่อ|กรรม|ไม่|เลิก|เท|คนงาน|ลาว|หอบ|เงิน|หนี	1
1001114	สอง|คน|เหมือน|อา|กับ|หลาน|!|พ่อ|ครู|อิง|เหยื่อ|รัก|ต้อง|ฆ่า|ยาก|ทำ|ใจ|แต่|พร้อม|อโห	4
1001144	อยู่|ยาก|แล้ว|!|เรือใบ|หั่น|ชื่อ|‘|โจ|ฮาร์ท|’|พ้น|ทีม|ช่วง|ปรี|ซี|ซั่น	2
1001160	พร้อม|หน้า|!|'|ลู|กา|กู|'|ประเดิม|ซ้อม|ปรี|ซี|ซั่น|กับ|ผี|แดง	2
1001189	'|พาณิชย์|'|ดัน|ขึ้น|ทะเบียน|สินค้า|จีไอ|ครบ|77|จังหวัด|ภายใน|ปี|นี้	0
1001225	'|ดอน|'|โต้|'|ปึ้ง|'|โว|มะ|กัน|อยาก|คุย|ไทย|จริง|ปัด|เชิญ|ตาม|มารยาท	2
1001239	มาริ|โอ้|เป็น|ปลื้ม|เดิน|แบบ|มิ|ลาน|ให้|กำลังใจ|จัน|จิ|ดูแลพ่อป่ว	4
1001249	มี|แฟน|แล้ว|รัก|แฟน|มาก|!|รู้จัก|’|เจ|แปน|’|หวาน|ใจ|‘|มด|ณ|ปภัช|’|หล่อ|แซ่บ|โปร|ไฟล์|เริด	0
1001287	ประยุทธ์|ยัน|กองทัพ|จำเป็น|ซื้อ|อาวุธ|ปัด|ใช้|งบ|กระจุก|แค่|ยุทโธปกรณ์	4
1001309	สถาน|ทูต|สหรัฐ|ฯ|มอบ|ประกาศนียบัตร|วีร|วรรณ|มอส|บี้|นัก|ต่อสู้|ด้าน|ค้า|มนุษย์|ไทย	2
1001320	ค้นพบ|หอคอย|กะโหลก|มนุษย์|แห่ง|อาณาจักร|แอซ|เทค	2
1001322	แม่|เหน่ง|ยอม|ใจอ่อน|เจอ|ป๊อก|สู้|ไม่|ถอย|ขอ|แต่ง|มาร์|กี้|ถึง|3|ครั้ง|!!|(|คลิป|)	2
1001329	สรุป|ข่าว|เด่น|รอบ|วัน|ประจำ|วันที่|11|ก.ค.|60|ตั้งแต่|เวลา|06.00-18.00|น.|(|คลิป|)	2
1001344	ชาว|แคลิฟอร์เนีย|นับ|ล้าน|หัน|มา|ใช้|พลังงาน|แสงอาทิตย์	2
1001352	งี้|ก็|ขาย|ได้|เหรอ|?|ของ|สุด|แปลก|10|ชนิด|ที่|ไม่|น่าเชื่อ|ว่า|มี|ขาย|อยู่|บน|eBay	2
1001377	ไป|อีก|ราย|!|‘|นู|รูล|’|แจ้ง|ถอน|คิงส์|คัพ|‘|รา|เย|วัช|’|ยัน|ไม่|เรียก|แข้ง|เพิ่ม	4
1001400	3|โคตร|บอล|มหากาฬ|ฟอร์ม|แรง|ขอ|แซง|คว้า|แชมป์|คิงส์|คัพ	4
1001435	หนุ่ม|เยอรมัน|ยัง|นอน|รพ.|ปฏิเสธ|ฆ่า|เมีย|ไทย|ตร.|ภูเก็ต|มั่นใจ|หลักฐาน	3
1001450	โต๊ะ|เล็ก|หญิง|ไทย|เตรียม|อุ่น|เมียน|มา|ต่อ|ด้วย|อิหร่าน|ตัด|9|คน|ก่อน|ไป|ญี่ปุ่น	0
1001515	‘|เผาหัว|’|ให้|ร้อน|ไป|อีก	1
1001515	‘|เผาหัว|’|ให้|ร้อน|ไป|อีก	4
1001529	คิม|ร่วม|คอนเสิร์ต|เกิร์ล|กรุ๊ป|ฉลอง|ยิง|ICBM	4
1001554	'|จ่า|เย็น|'|ขอบคุณ|'|รา|เย|วัช|'|ยัง|เห็น|ค่า|เรียก|ติด|ทัพ|ช้าง|ศึก|ลุย|คิงส์|คัพ	4
1001565	'|วีนัส|'|โชว์|เก๋า|อัด|แชมป์|เฟรนช์|โอ|เพ่น|ทะลุ|ตัด|เจ้าภาพ|ศึก|วิม|เบิล|ดัน	2
1001597	ราชินี|คอร์ต|เปลี่ยน|แล้ว|!|'|พลิส|โค|วา|'|ผงาด|ขึ้น|มือ|1|โลก|หญิง|เทนนิส|คน|ที่|23	3
1001614	แข้ง|โสม|แดง|ถึง|ไทย|ล่า|ช้า|2|ชม.|เก็บตัว|ซัด|‘|ช้าง|ศึก|’|คิงส์|คัพ|ศุกร์|นี้	4
1001615	เศรษฐี|เอเชีย|ผูก|นาฬิกา|เสริม|ฐานะ	2
1001620	ทุเรียน|แพง|ทำ|ชาว|สวน|อู้|ฟู่|!	1
1001639	พุ่ง|เป้า|สตาร์ท|อัพ|ยู|นิ|คอร์น|ไทย|ราย|แรก	0
1001639	พุ่ง|เป้า|สตาร์ท|อัพ|ยู|นิ|คอร์น|ไทย|ราย|แรก	2
1001640	ธปท.|ชี้|ค่า|เงิน|บาท|ยัง|ผันผวน|ทั้ง|ปี	0
1001640	ธปท.|ชี้|ค่า|เงิน|บาท|ยัง|ผันผวน|ทั้ง|ปี	1
1001640	ธปท.|ชี้|ค่า|เงิน|บาท|ยัง|ผันผวน|ทั้ง|ปี	2
1001670	สรุป|ข่าว|เด่น|รอบ|ดึก|ประจำ|วันที่|10-11|ก.ค.|60|ตั้งแต่|เวลา|18.00-06.00|น.	0
1001670	สรุป|ข่าว|เด่น|รอบ|ดึก|ประจำ|วันที่|10-11|ก.ค.|60|ตั้งแต่|เวลา|18.00-06.00|น.	2
1001670	สรุป|ข่าว|เด่น|รอบ|ดึก|ประจำ|วันที่|10-11|ก.ค.|60|ตั้งแต่|เวลา|18.00-06.00|น.	4
1001700	ทิศทาง|ดอกเบี้ย|โลก|เริ่ม|ขา|ขึ้น|คาด|กระทบ|ผลตอบแทน|ตราสาร|หนี้|ระยะ|ยาว	0
1001700	ทิศทาง|ดอกเบี้ย|โลก|เริ่ม|ขา|ขึ้น|คาด|กระทบ|ผลตอบแทน|ตราสาร|หนี้|ระยะ|ยาว	4
1001710	'|บิ๊ก|หลอ|'|จับ|มือ|ผู้บริหาร|เยอรมัน|เตรียม|ปั้น|เยาวชน|ไทย|สู่|วงการ|ลูกหนัง|โลก	3
1001737	ค่า|รถไฟ|ความเร็ว|สูง|เก็บ|'535|บ.|'|กรุงเทพ|ฯ|-|โคราช	4
1001739	นักลงทุน|รอ|เฮ|ร่วม|ลุ้น|ทุก|จังหวะ|'|หุ้น|ไทย|'|ไต่|ระดับ|ถึง|1,600|จุด|หรือไม่	4
1001749	ลุย|กัน|ต่อ|!|'|ตบ|สาว|ไทย|'|บุก|เซน|ได|14-16|ก.ค.|ศึก|เวิลด์|กรังด์|ปรีซ์|ฯ	0
1001749	ลุย|กัน|ต่อ|!|'|ตบ|สาว|ไทย|'|บุก|เซน|ได|14-16|ก.ค.|ศึก|เวิลด์|กรังด์|ปรีซ์|ฯ	2
1001759	พิชัย|แนะ|บิ๊ก|ตู่|เร่ง|ช่วย|ผู้|ที่|มี|รายได้|น้อย|ติง|รบ.|ไม่|เข้าใจ|ศก.	0
1001770	มัน|ถึง|คิว	2
1001770	มัน|ถึง|คิว	4
1001789	เกาะ|สำหรับ|ผู้ชาย	0
1001789	เกาะ|สำหรับ|ผู้ชาย	4
1001792	กอล์ฟ|สแควร์|13/07/60	2
1001807	สโมสร|นักสู้|13/07/60	0
1001807	สโมสร|นักสู้|13/07/60	4
1001812	อย่า|ซ้ำเติม|ความ|เหลื่อม|ล้ำ	4
1001827	กบฏ|ญี่ปุ่น	0
1001884	ลูก|‘|ทรัมป์|’|เผย|อี|เมล|ก่อน|โดน|แฉ|รัสเซีย|เสนอ|ข้อมูล|อ่อนไหว|ทำลาย|‘|ฮิล|ลา|รี|’	2
1001905	เปิด|ประสบการณ์|ดี|ต่อ|ผม|สดชื่น|ต่อ|ใจ|ไป|กับ|‘|ซัน|ซิล|เน|เชอ|รัล|’	2
1001920	โรงแรม|แม|ริ|ออท|สร้าง|แรง|บันดาล|ใจ|แห่ง|ความคิด|สร้างสรรค์|ร่วม|กับ|เทด|ซา|ลอน|เวิลด์|ไวด์	0
1001930	มา|แล้ว|!|แข้ง|เบลารุส|เดินทาง|ถึง|ไทย|เตรียม|บู๊|คิงส์|คัพ	4
1001935	“|เปรม|โมเดล|”|อีก|ทางเลือก|หนึ่ง	0
1001935	“|เปรม|โมเดล|”|อีก|ทางเลือก|หนึ่ง	2
1001935	“|เปรม|โมเดล|”|อีก|ทางเลือก|หนึ่ง	3
1001935	“|เปรม|โมเดล|”|อีก|ทางเลือก|หนึ่ง	4
1001992	หนุ่ม|แคนาดา|ผู้ต้องหา|ตาม|หมายจับ|มะ|กัน|ผูก|คอ|ดับ|คา|ห้อง|ขัง|ปส.|ยัง|ไม่|ชัด|สาเหตุ|(|คลิป|)	2
1002010	ปึ้ง|จี้|กองทัพ|ใช้|เงิน|ซื้อ|อาวุธ|ช่วยเหลือ|เกษตรกร|ได้|ประโยชน์|มาก|กว่า	4
1002019	จีน|จับตา|มะ|กัน|-|ญี่ปุ่น|-|อินเดีย|ซ้อม|รบ|ใน|มหาสมุทร|อินเดีย|ใหญ่|สุด|รอบ|20|ปี	0
1002019	จีน|จับตา|มะ|กัน|-|ญี่ปุ่น|-|อินเดีย|ซ้อม|รบ|ใน|มหาสมุทร|อินเดีย|ใหญ่|สุด|รอบ|20|ปี	2
1002039	เอน|เตอร์|เทน|@|โฮม|14/07/60 DVD	4
1002049	ZEN|ส่ง|หนัง|โฆษณา|“|ปลา|”|สัญลักษณ์|แห่ง|ความหวัง|ดี	0
1002059	ดู|แทบ|ไม่|ทัน|!|ชม|คลิป|เด็ก|จีน|สร้าง|สถิติ|โลก|กระโดดเชือก|226|ครั้ง|ใน|30|วินาที|!	1
1002070	ไป|ไหน|มั้ย|พี่|ว่าง|รึเปล่า|? '|ลีซอ|'|เผย|วินาที|ถูก|เรียก|เสริม|ทัพ|ช้าง|ศึก|(|คลิป|)	4
1002100	'|เชลซี|'|ส่อ|วืด|โมรา|ตา|แต่|มี|ลุ้น|คว้า|'|โอ|บา|เม|ยอง|' 65|ล้าน|!!	2
1002135	'|น็อค|เอาท์|'|พร้อม|ป้องกัน|แชมป์|ผู้นำ|ปินส์|มั่นใจ|'|ลอ|ริ|โต|'|ชนะ|แน่	0
1002157	ช้าง|ศึก|ติว|เข้ม|แท็ก|ติก|รับมือ|‘|โสม|แดง|’|เกม|เปิด|หัว|คิงส์|คัพ	4
1002160	เอพี|รุก|ดูด|เงิน|ลูกค้า|กระเป๋าหนัก|เปิด|ตัว|คอนโด|ถ.|วิทยุ	0
1002172	เด็ก|ปชป.|สวด|รัฐ|ยับ|!|อุ้ม|คนรวย|เอื้อ|กลุ่ม|ทุน|ใหญ่|เมิน|ชาวบ้าน|ตา|ดำ|ๆ	4
1002205	จีน|ลุย|สยาย|ปีก|บทบาท|ทาง|ทหาร|ตั้ง|ฐานทัพ|ต่างแดน|แห่ง|แรก|ที่|จิบูตี	0
1002227	ภาวะ|ข้อ|สะโพก|เสื่อม|ผ่าตัด|แบบ|ใหม่|ซ่อน|แผล	0
1002227	ภาวะ|ข้อ|สะโพก|เสื่อม|ผ่าตัด|แบบ|ใหม่|ซ่อน|แผล	2
1002229	‘|หลิว|เสี่ยว|โป|’|อาการ|ทรุด|เพื่อน|กังขา|รพ.|กีดกัน|ไม่|ให้|ไป|รักษา|ต่างประเทศ	1
1002237	บุคคล|ใน|ข่าว|13/07/60	4
1002265	’|กัง|นัม|สไตล์|’|เสีย|แชมป์|ยอด|คน|ดู|สูงสุด|บน|ยู|ทูบ|แล้ว|หลัง|ครอง|บัลลังก์|5|ปี|(|คลิป|)	4
1002269	‘|จักร|กฤษณ์|’|ย้าย|ซบ|เอฟ|ซี|โตเกียว|'|ลีซอ|'|ร่วม|อวยพร	0
1002277	ฟูล|ทีม|!|ส.|บอล|เปิด|ตัว|2|โค้ช|เยาวชน|ทีมชาติ|ไทย|จาก|'|เอค|โค|โน|'	2
1002295	โรงเรียน|ใน|อเมริกา|ทบทวน|นโยบาย|หนี้|อาหาร|กลางวัน	2
1002309	ไร้|เงื่อนงำ|!|หนุ่ม|แคนาดา|ตาย|ใน|ห้อง|ขัง|ผูก|คอ|เอ	2
1002310	ฉลอง|ครบ|อายุ|4|ขวบ	1
1002374	'|ธี|รา|ทร|'|เปิดใจ|ร่วม|งาน|'|รา|เย|วัช|'|ครั้ง|แรก|แค่|3|วัน|รู้|แล้ว|ต้องการ|อะไร	4
1002397	แม่|เหน่ง|เผย|ป๊อก|ขอ|แต่งงาน|มาร์|กี้|3|ครั้ง|เรื่อง|สินสอด|ไม่|ซีเรียส|คิด|แค่|ลูกสาว|มี|ความ|สุข|(|คลิป|)	2
1002412	เผา|แล้ว|สาว|ถูก|ฆ่า|ทิ้ง|เหว|ภูเก็ต|พี่|สาว|น้ำตา|นอง|ฝาก|เป็น|อุทาหรณ์|เลือก|คู่|(|คลิป|)	3
1002442	'|ถาวร|'|แนะ|'|บิ๊ก|ตู่|'|แจง|ต่างชาติ|ปม|ยางพารา|จี้|แก้|ปัญหา|วอน|เห็นใจ|คนจ	4
1002472	ล้วงตับ|เปิด|โคตร|สเป|กร|ถถัง|เรือดำน้ำ|และ|เครื่องบิน|ใหม่|กิ๊ก|ของ|คสช.	4
1002474	'|บิ๊ก|เจี๊ยบ|'|เผย|รบ.|ยกเว้น|วีซ่า|รักษา|พยาบาล|ให้|กลุ่ม|'|ซี|แอล|เอ็ม|วี|-|จีน|'	0
1002527	กำแพง|ก็|เอา|ไม่|อยู่|!|รวบ|สาว|เม็ก|ซิ|กัน|ร่าง|ห้อย|กำแพง|หลัง|พยายาม|หนี|เข้า|สหรัฐ	2
1002599	สรุป|ข่าว|เด่น|รอบ|วัน|ประจำ|วันที่|12|ก.ค.|60|ตั้งแต่|เวลา|06.00-18.00|น.|(|คลิป|)	0
1002599	สรุป|ข่าว|เด่น|รอบ|วัน|ประจำ|วันที่|12|ก.ค.|60|ตั้งแต่|เวลา|06.00-18.00|น.|(|คลิป|)	1
1002599	สรุป|ข่าว|เด่น|รอบ|วัน|ประจำ|วันที่|12|ก.ค.|60|ตั้งแต่|เวลา|06.00-18.00|น.|(|คลิป|)	2
1002599	สรุป|ข่าว|เด่น|รอบ|วัน|ประจำ|วันที่|12|ก.ค.|60|ตั้งแต่|เวลา|06.00-18.00|น.|(|คลิป|)	3
1002599	สรุป|ข่าว|เด่น|รอบ|วัน|ประจำ|วันที่|12|ก.ค.|60|ตั้งแต่|เวลา|06.00-18.00|น.|(|คลิป|)	4
1002717	ชบา|แก้ว|บุ|กลับ|แข้ง|ญี่ปุ่น|!|‘|มา|ดา|มแป้ง|’|ชี้|เพิ่ม|ความมั่นใจ|ก่อน|ซีเกมส์	0
1002822	รอบ|โลก|13/07/60	0
1002822	รอบ|โลก|13/07/60	2
1002822	รอบ|โลก|13/07/60	4
1002835	เกร็ด|ข่าว|ลูกหนัง|13/07/60	3
1002862	ควาน|แหล่ง|เงิน|รถไฟ|ไทย|-|จีน	0
1002865	ม่าย|ทมิฬ|ยอมรับ|ฆ่า|ผัว	0
1002869	สนพ.|ย้ำ|ลอยตัว|“|แอลพีจี|”|ไม่|มี|ปัญหา	0
1002894	ติ|วแพทย์|เวชศาสตร์|ป้องกัน|รับ|อาเซียน	1
1002927	ทอ.|แจง|จัด|ซื้อ|T-50TH|โปร่งใส|จำเป็น|ต้องหา|มา|ทดแทน|L-39|ใน|ฝูง|เดิม	4
1002957	สรุป|ข่าว|เด่น|รอบ|ดึก|ประจำ|วันที่|12-13|ก.ค.|60|ตั้งแต่|เวลา|18.00-06.00|น.	0
1002974	แขวนคอ|คา|ห้อง|ขัง|หนุ่ม|แคนาดา|คดี|ยาเสพติด|รอ|ส่ง|ข้าม|แดน|ไป|อเมริกา	2
1002989	ปฏิรูป|ตำรวจ|แบ่ง|5|คณะ|ทำงาน	4
1002997	ระทึก|!|แผ่นดินไหว|5.9|ใกล้|เกาหลีเหนือ|มะ|กัน|ชี้|ไม่|ใช่|ระเบิด|นิวเคลียร์	0
1002997	ระทึก|!|แผ่นดินไหว|5.9|ใกล้|เกาหลีเหนือ|มะ|กัน|ชี้|ไม่|ใช่|ระเบิด|นิวเคลียร์	4
1003020	ยับยั้ง|สงคราม|หายนะ	2
1003020	ยับยั้ง|สงคราม|หายนะ	4
1003055	ยุทธศาสตร์|ระหว่าง|ประเทศ	2
1003107	กีฬา|วันนี้|14/07/60	0
1003120	กอล์ฟ|สแควร์|14/07/60	2
1003145	ม.|กรุงเทพ|จับ|มือ|Babson|College|จัด|สัมมนา|ด้าน|ผู้ประกอบการ|ขาน|รับ|ไทยแลนด์|4.0	2
1003185	60|ยัง|แจ๋ว|10|เรื่อง|ผู้หญิง|เก่ง|‘|ดี|เจ|พี่|ฉอด|สาย|ทิพย์|’	2
1003187	เบื่อ|แล้ว|ขาย|ไก่|!|หรือ|ผู้|พัน|KFC|จะ|หนี|ไป|เอา|ดี|ทาง|ขาย|สมาร์ท|โฟน|?	1
1003284	พฐ.|ลุย|เก็บ|คราบ|ต้อง|สงสัย|เป็น|เลือด|ใน|ห้อง|สาว|ถูก|ฆ่า|ทิ้ง|เหว	3
1003307	4|ทีม|ประกาศ|ความพร้อม|คิงส์|คัพ|'|รา|เย|วัช|'|ยัน|นำ|ช้าง|ศึก|สู้|เต็มที่	4
1003355	กุ๊|บกิ๊บ|เม้าท์|เป่า|เปา|ดรา|ม่า|เก่ง|สั่ง|บีบน้ำตา|!|แกล้ง|ตาย|!|ทำได้|หม	2
